,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,possibly_sensitive,user_mentions,place,place_coord_boundaries
1393,2021-06-18 19:44:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#COVID19SK Update for June 18: 961,997 Vaccines Administered, 98 New Cases, 95 Recoveries, 81 in Hospital, One New Death
 
Current 7-Day Average: 78 (6.4 per 100,000)
 
Full details: https://t.co/1TCwQc5FHE

COVID-19 Dashboard: https://t.co/kvBuGtI65o https://t.co/ipTw6A82eZ","COVID19SK Update for June 18: 961,997 Vaccines Administered, 98 New Cases, 95 Recoveries, 81 in Hospital, One New Death
 
Current 7-Day Average: 78 (6.4 per 100,000)
 
Full details: 

COVID-19 Dashboard:  ","Sentiment(polarity=0.09454545454545453, subjectivity=0.4518181818181818)",0.09454545454545453,0.4518181818181818,en,2,2,SaskHealth,1,24222,162,,['SKGov'],"Saskatchewan, Canada",
1394,2021-06-18 19:44:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly COVID19 can rebound and overwhelm health systems.","Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",0.1958333333333333,0.2875,en,119,110,SaraEMole,1,1218,903,,['MoetiTshidi'],London,
1395,2021-06-18 19:44:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow publi… https://t.co/B7x331AATT","As Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow publi… ","Sentiment(polarity=0.4, subjectivity=1.0)",0.4,1.0,en,0,0,Canada,0,959906,763,False,[],Canada,
1396,2021-06-18 19:44:31,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK","How do we know COVID19 vaccines are safe?

CDC &amp; S_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More:  ","Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",0.3333333333333333,0.7314814814814815,en,80,41,CityofLompoc,2,861,115,,"['CDCgov', 'US_FDA']",,
1397,2021-06-18 19:44:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a COVID19 vaccine near you:  
🔍 Search   
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 ","Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",0.5083333333333333,0.7833333333333333,en,778,255,DebraKuehl,1,399,1678,,['CDCDirector'],,
1398,2021-06-18 19:44:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",O ka re sale ya New Year ko Shoprite😭,O ka re sale ya New Year ko Shoprite😭,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,0,BILE_TWEETZ,0,1097,929,,[],🇿🇦 012🏡,
1399,2021-06-18 19:44:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr","""Africa is in the midst of a full-blown third wave,"" oetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
","Sentiment(polarity=0.14444444444444446, subjectivity=0.19999999999999998)",0.14444444444444446,0.19999999999999998,en,278,250,lukenuggett,2,63,286,,"['TelGlobalHealth', 'MoetiTshidi']",they/them; enby home of seks,
1400,2021-06-18 19:44:53,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Waiting for the Israeli asshole of a journalist @BarakRavid to tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians and making the covid19 crises far worse, leading to more Palestinian deaths. This is Israel.","Waiting for the Israeli asshole of a journalist arakRavid to tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians and making the covid19 crises far worse, leading to more Palestinian deaths. This is Israel.","Sentiment(polarity=-0.125, subjectivity=0.725)",-0.125,0.725,en,22,13,alialsultan30,2,1220,1315,,"['itranslate123', 'BarakRavid']","Palestine, Gaza",
1401,2021-06-18 19:44:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why would you post such graphics?,Why would you post such graphics?,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,0,PhixAlmighty,0,1823,1863,,[],Johannesburg,
1402,2021-06-18 19:44:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","South Africa has recorded 10 510 new coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. ","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,25,21,PMatsekane,1,1496,1785,,['SABCNews'],"Pretoria, South Africa",
1403,2021-06-18 19:45:01,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/EMkDPHZtPF","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
1404,2021-06-18 19:45:10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Givenkazeni: Zweli please just release the graphic designers. What are these fireworks.,ivenkazeni: Zweli please just release the graphic designers. What are these fireworks.,"Sentiment(polarity=0.0, subjectivity=0.4)",0.0,0.4,en,19,2,BILE_TWEETZ,1,1097,929,,['Givenkazeni'],🇿🇦 012🏡,
1405,2021-06-18 19:45:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Scientists were able to deliver us vaccines quickly thanks to advancements in tech and science, and decades of research. While #COVID19 is new, scientists have been studying coronaviruses for the past 50+ years, giving them a big head start in developing the vaccines… https://t.co/QYSJQ3csoe","Scientists were able to deliver us vaccines quickly thanks to advancements in tech and science, and decades of research. While COVID19 is new, scientists have been studying coronaviruses for the past 50+ years, giving them a big head start in developing the vaccines… ","Sentiment(polarity=0.11727272727272726, subjectivity=0.3259090909090909)",0.11727272727272726,0.3259090909090909,en,5,2,cuestabook,1,111,239,,['CalCommColleges'],"San Luis Obispo, CA",
1406,2021-06-18 19:45:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capacity: 109,0,56,
Dates Available: 18-06-2021,19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capacity: 109,0,56,
Dates Available: 18-06-2021,19-06-2021
VACCINE VACCINEPUNE COWIN COVID19 PUNE","Sentiment(polarity=-0.175, subjectivity=0.7)",-0.175,0.7,en,0,1,urvashirainaa,1,135,132,,['PuneUpdater'],,
1407,2021-06-18 19:45:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EU's vaccine failure exposed: Binned #AstraZeneca and backed German jab that doesn't work #CureVac #COVID19 #EuropeanIUnion @benhabib6

https://t.co/cexa2u6MMD","EU's vaccine failure exposed: Binned AstraZeneca and backed German jab that doesn't work CureVac COVID19 EuropeanIUnion enhabib6

","Sentiment(polarity=-0.15833333333333335, subjectivity=0.15)",-0.15833333333333335,0.15,en,68,31,penkett_arthur,1,1358,2066,,['Daily_Express'],"North West, England",
1408,2021-06-18 19:45:25,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PhixAlmighty: Why would you post such graphics?,hixAlmighty: Why would you post such graphics?,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,1,TK_the_Pirate,1,9143,6924,,['PhixAlmighty'],Orlando via Stanford Bridge,
1409,2021-06-18 19:45:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a COVID19 vaccine near you:  
🔍 Search   
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 ","Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",0.5083333333333333,0.7833333333333333,en,779,256,freepeeper,1,10277,936,,['CDCDirector'],,
1410,2021-06-18 19:45:28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Givenkazeni: Zweli please just release the graphic designers. What are these fireworks.,ivenkazeni: Zweli please just release the graphic designers. What are these fireworks.,"Sentiment(polarity=0.0, subjectivity=0.4)",0.0,0.4,en,19,3,MohaleMotaung_,1,8629,775,,['Givenkazeni'],"Vosloorus, South Africa",
1411,2021-06-18 19:45:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg","You can get a COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing:  ","Sentiment(polarity=0.09375, subjectivity=0.28125)",0.09375,0.28125,en,143,86,ClaimWizard,1,612,926,,['CDCgov'],USA,
1412,2021-06-18 19:45:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This was a great training facilitated at Barry Farm Recreation Center. #Taketheshotdc #activateward8,This was a great training facilitated at Barry Farm Recreation Center. Taketheshotdc activateward8,"Sentiment(polarity=0.35000000000000003, subjectivity=0.425)",0.35000000000000003,0.425,en,0,0,RayshonnaHill,0,75,51,,[],,
1413,2021-06-18 19:45:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz","As Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help StopTheSpread. 👇
 
More info ➡️  ","Sentiment(polarity=0.3, subjectivity=0.5222222222222223)",0.3,0.5222222222222223,en,6,1,SportsFanGG,1,311,1340,,['Canada'],"Edmonton, Alberta",
1414,2021-06-18 19:46:15,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz","As Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help StopTheSpread. 👇
 
More info ➡️  ","Sentiment(polarity=0.3, subjectivity=0.5222222222222223)",0.3,0.5222222222222223,en,6,2,yvonne4tn,1,3045,2173,,['Canada'],,
1415,2021-06-18 19:46:15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@FriedgeHNIC how many times does it need to be explained that the Covid 'vaccines' weren't designed to make people… https://t.co/TP4kJxVVO2,riedgeHNIC how many times does it need to be explained that the Covid 'vaccines' weren't designed to make people… ,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,0,0,LincolnRejects,1,107,217,,['FriedgeHNIC'],,
1416,2021-06-18 19:46:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive","Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress SELive","Sentiment(polarity=0.15555555555555559, subjectivity=0.3711111111111111)",0.15555555555555559,0.3711111111111111,en,1884,135,rmcgurk,1,274,644,,['paulreiddublin'],Ireland,
1417,2021-06-18 19:46:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK","How do we know COVID19 vaccines are safe?

CDC &amp; S_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More:  ","Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",0.3333333333333333,0.7314814814814815,en,80,42,boongroup,2,468,932,,"['CDCgov', 'US_FDA']","Austin, Texas",
1418,2021-06-18 19:46:35,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Absolutely!The Lancet correctly chastises the Western States for their vaccine nationalisms &amp; long-standing racist… https://t.co/pwqF178VxM,Absolutely!The Lancet correctly chastises the Western States for their vaccine nationalisms &amp; long-standing racist… ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,67Capt_Canuck,0,1973,2491,,[],"Ottawa, Ontario",
1419,2021-06-18 19:46:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of HOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

riggers reports ~ 🧵
","Sentiment(polarity=0.16666666666666666, subjectivity=0.18888888888888888)",0.16666666666666666,0.18888888888888888,en,572,633,nickialanoche,2,26362,21136,,"['TelGlobalHealth', 'WHOAFRO']","Washington, DC",
1420,2021-06-18 19:46:46,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Just 16 days, y’all!","Just 16 days, y’all!","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,gscottoliver,0,947,288,,[],*Toddling Along,
1421,2021-06-18 19:46:58,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz","As Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help StopTheSpread. 👇
 
More info ➡️  ","Sentiment(polarity=0.3, subjectivity=0.5222222222222223)",0.3,0.5222222222222223,en,8,3,RBCHeatherClark,1,930,2119,,['Canada'],Halifax NS Canada,
1422,2021-06-18 19:47:01,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/xf0ksbGDjt","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
1423,2021-06-18 19:47:01,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1002,0,… https://t.co/unaZxHVahE","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1002,0,… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
1424,2021-06-18 19:47:01,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 331,27… https://t.co/qkjJqCdx9z","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 331,27… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
1425,2021-06-18 19:47:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""In Africa, #COVID19 cases have increased by 52% just in the past week &amp; deaths have increased by 32%. 

We expect things to only get worse.

Less than 2% of Africa’s population has been vaccinated. Vaccines donated next year will be far too late."" 

-@DrTedros @WHO #VaccinEquity https://t.co/Wo6WViwwfc","""In Africa, COVID19 cases have increased by 52% just in the past week &amp; deaths have increased by 32%. 

We expect things to only get worse.

Less than 2% of Africa’s population has been vaccinated. Vaccines donated next year will be far too late."" 

-rTedros HO VaccinEquity ","Sentiment(polarity=-0.14523809523809522, subjectivity=0.5023809523809525)",-0.14523809523809522,0.5023809523809525,en,29,28,ortegadry,1,605,203,,['GHS'],"England, United Kingdom🇬🇧",
1426,2021-06-18 19:47:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stay home if you're not sick too, that's what I do. 😅 #Anxiety #SocialAnxiety","Stay home if you're not sick too, that's what I do. 😅 Anxiety SocialAnxiety","Sentiment(polarity=0.35714285714285715, subjectivity=0.8571428571428571)",0.35714285714285715,0.8571428571428571,en,0,0,CryptoKidJay,0,2652,4476,,[],"Vancouver, Canada ",
1427,2021-06-18 19:47:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago   via ailyMonitor","Sentiment(polarity=-0.23645833333333335, subjectivity=0.3375)",-0.23645833333333335,0.3375,en,928,516,vanscalo,1,496,1563,,['Winnie_Byanyima'],South Africa,
1428,2021-06-18 19:47:26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With a third wave of #coronavirus now affecting Africa, many countries are facing a shortage of oxygen and a rise in preventable deaths.

Learn how we are helping protect older people in Africa 👉 https://t.co/JNhLYS8p2s

https://t.co/chT3WjCWTV","With a third wave of coronavirus now affecting Africa, many countries are facing a shortage of oxygen and a rise in preventable deaths.

Learn how we are helping protect older people in Africa 👉 

","Sentiment(polarity=0.2222222222222222, subjectivity=0.27777777777777773)",0.2222222222222222,0.27777777777777773,en,1,1,eldershope,1,62,158,,['Age_Int'],Tanzania,
1429,2021-06-18 19:47:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","South Africa has recorded 10 510 new coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. ","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,26,22,Odi_Mafatshe,1,2397,2234,,['SABCNews'],"Pretoria, South Africa",
1430,2021-06-18 19:47:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,hawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel.  ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,162,106,Link_Man_1,1,961,259,False,['shawajason'],Bocchi's School of Laughs,
1431,2021-06-18 19:47:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As our neighbours move on it's time for us to follow. 

@fordnation open Ontario 100% and drop the mask mandate too.","New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As our neighbours move on it's time for us to follow. 

ordnation open Ontario 100% and drop the mask mandate too.","Sentiment(polarity=0.02727272727272727, subjectivity=0.4909090909090909)",0.02727272727272727,0.4909090909090909,en,222,81,JCole_Barrie,1,115,235,,['Milhouse_Van_Ho'],,
1432,2021-06-18 19:47:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Y'all looked at this multiple times and no one said:
https://t.co/m5kawLBjbv","Y'all looked at this multiple times and no one said:
","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,TheBoyTapes,0,19894,6987,False,[],,
1433,2021-06-18 19:47:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Our people are dying.  Hospitals, mortuaries are full. Families, communities failing to cope, nursing and burying daily.
Where are our global leaders! Rise and lead us! We need one global plan to scale up #COVID19 vaccine production &amp; roll our in all regions. #PeoplesVaccine","Our people are dying.  Hospitals, mortuaries are full. Families, communities failing to cope, nursing and burying daily.
Where are our global leaders! Rise and lead us! We need one global plan to scale up COVID19 vaccine production &amp; roll our in all regions. PeoplesVaccine","Sentiment(polarity=0.0875, subjectivity=0.1375)",0.0875,0.1375,en,124,74,AsiaRonn,1,1085,1319,,['Winnie_Byanyima'],,
1434,2021-06-18 19:48:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","This 👇🏾
“no point in giving somebody a recipe if they don’t have the kitchen or the cooking skills or the ingredien… https://t.co/xKkhHQZhbI","This 👇🏾
“no point in giving somebody a recipe if they don’t have the kitchen or the cooking skills or the ingredien… ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,OxfamIreland,0,11782,5125,False,[],,
1435,2021-06-18 19:48:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV","South Africa has recorded 10 510 new coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. ","Sentiment(polarity=0.1590909090909091, subjectivity=0.6136363636363636)",0.1590909090909091,0.6136363636363636,en,26,23,suraya_asmal,1,1885,1752,,['SABCNews'],South Africa,
1436,2021-06-18 19:48:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly COVID19 can rebound and overwhelm health systems.","Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",0.1958333333333333,0.2875,en,120,111,archana1209,1,240,255,,['MoetiTshidi'],"New York, New York",
1437,2021-06-18 19:48:16,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",0.13333333333333333,0.45555555555555555,en,365,178,ljenkinsmidwife,1,408,444,,['globalhlthtwit'],"England, United Kingdom",
1438,2021-06-18 19:48:23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#COVID19 🇺🇬| @nmsuganda hands over 175,200 new COVID-19 vaccines to @MinofHealthUG in the presence of Ambassador @JaAniambossou 🇫🇷, Minister @JaneRuth_Aceng, @WHOUganda and @UNICEFUganda officials🤝 

@French_Gov is committed to COVAX facility and equitable access to vaccines🌍 https://t.co/xpm4R1Z8TL","COVID19 🇺🇬| msuganda hands over 175,200 new COVID-19 vaccines to inofHealthUG in the presence of Ambassador aAniambossou 🇫🇷, Minister aneRuth_Aceng, HOUganda and NICEFUganda officials🤝 

rench_Gov is committed to COVAX facility and equitable access to vaccines🌍 ","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,85,31,AinneApp,3,1,16,,"['FrenchEmbassyUg', 'nmsuganda', 'MinofHealthUG']",,
1439,2021-06-18 19:48:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[Watch] How do vaccines work in our bodies, and how do they protect us? #COVID19 #VaccinateToSaveSouthAfrica https://t.co/oDTp5I6RWn https://t.co/lXXE9L38PE","[Watch] How do vaccines work in our bodies, and how do they protect us? COVID19 VaccinateToSaveSouthAfrica  ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,7,7,Skatiq3,1,77,430,,['GovernmentZA'],"Rustenburg, South Africa",
